"fico_range_low","fico_range_high","installment","int_rate","loan_amnt","annual_inc"
685,689,202.14,12.99,6000,52500
685,689,641.97,25.57,21625,61000
705,709,661.14,11.67,20000,160000
710,714,458.28,10.99,14000,92000
725,729,41.29,14.46,1200,35000
695,699,236.76,18.54,6500,22800
725,729,318.64,9.99,15000,55000
730,734,250.33,7.9,8000,55000
660,664,271.57,22.9,7025,35000
660,664,87.66,15.81,2500,23600
695,699,441.91,10.99,13500,120000
660,664,458.45,13.33,20000,85000
665,669,206.97,14.65,6000,60000
670,674,261.64,14.99,11000,49000
725,729,241.16,9.76,7500,78000
660,664,536.13,18.25,21000,75000
700,704,1091.97,18.49,30000,150000
695,699,237.23,11.44,7200,65000
725,729,472.75,8.39,15000,105000
680,684,607.45,13.11,18000,43000
690,694,614.51,25.57,20700,46950
690,694,244.64,11.99,11000,58000
665,669,298.17,16.99,12000,56570
715,719,753.51,21,20000,60000
710,714,194.06,10.16,6000,65000
740,744,472.14,14.65,20000,56000
685,689,664.2,11.99,20000,105000
670,674,301.91,12.69,9000,25000
715,719,446.11,12.12,20000,215000
665,669,132.4,19.24,3600,25000
730,734,335.06,8.59,10600,112412
715,719,876,7.89,28000,158000
675,679,368.86,12.69,16325,151000
715,719,186.61,7.49,6000,25200
695,699,168.45,12.99,5000,52000
695,699,321.32,9.71,10000,70000
730,734,441.82,21.99,16000,92000
725,729,255.15,9.2,8000,35000
660,664,135.42,13.33,4000,40000
760,764,152.18,6.03,5000,55530
665,669,388.11,10.16,12000,80500
725,729,787.33,11.14,24000,70200
725,729,390.88,10.65,12000,55000
660,664,1213.5,18.25,33450,140000
745,749,813.1,5.32,27000,125000
675,679,350.98,15.88,10000,55000
720,724,392.63,11.14,18000,91000
690,694,275.26,14.47,8000,46640
685,689,182.8,13.65,5375,90000
720,724,735.14,12.42,22000,100800
720,724,49.59,11.67,1500,39000
685,689,521.82,19.99,19700,65000
710,714,1008.51,24.08,35000,90000
740,744,156.39,8.9,4925,59000
670,674,514.94,19.24,19750,39520
720,724,424.01,10.74,13000,26000
745,749,814.03,13.98,35000,150000
665,669,336.64,12.39,15000,103872
820,824,481.05,14.99,20225,45000
685,689,390.83,10.64,12000,70000
660,664,164.96,11.53,5000,90000
660,664,970.26,19.19,26400,58677
670,674,271.14,12.69,12000,96000
680,684,892.02,22.45,32000,128000
690,694,611.98,6.39,20000,1e+05
730,734,395.48,13.99,17000,50000
660,664,181.82,11.67,5500,25000
695,699,621.48,17.76,24600,69000
685,689,321.33,17.1,9000,76000
700,704,317.54,8.9,10000,25000
660,664,969.54,16.2,27500,67800
700,704,218.63,15.95,9000,80000
700,704,470.95,17.99,18550,110000
665,669,329.91,11.53,10000,37260
670,674,554.09,22.15,20000,92000
660,664,186.33,20.2,5000,13000
670,674,1184.86,13.33,35000,95000
690,694,397.33,19.99,15000,1e+05
710,714,687.42,10.99,21000,95000
670,674,874.12,15.61,25000,102000
715,719,467,9.99,14475,40000
660,664,52.78,18.49,1450,30000
665,669,453.83,23.63,11625,35000
680,684,287.5,17.57,8000,21680
685,689,263.68,12.12,7925,40000
710,714,771.02,6.92,25000,120000
685,689,274.59,14.3,8000,42000
685,689,213.89,16.99,6000,58000
670,674,306.22,15.27,8800,39000
685,689,332.72,12.12,10000,37000
705,709,100.78,12.79,3000,75000
810,814,116.68,6.62,3800,31000
775,779,267.47,9.62,20000,65000
665,669,186.2,13.33,5500,40000
665,669,325.09,13.35,9600,40000
795,799,815.61,14.65,34550,72000
680,684,323.9,20.99,11975,25000
755,759,283.14,7.89,14000,54000
660,664,571.3,19.05,22000,75000
670,674,282.95,12.98,8400,51996
685,689,601.33,17.57,23900,52000
685,689,336.9,12.99,10000,140000
765,769,221.6,7.49,7125,52000
725,729,355.44,16.78,10000,148000
730,734,652.82,14.09,28000,105000
730,734,639.15,6.03,21000,495000
670,674,306.36,18.25,12000,51500
670,674,180.67,9.99,5600,41000
665,669,343.35,24.99,11700,39000
725,729,265.68,11.99,8000,65000
680,684,803.02,20.49,30000,70000
750,754,367.74,10.65,17050,30660
710,714,823.31,14.49,35000,124995
705,709,265.68,11.99,8000,27000
685,689,252.17,12.85,7500,58000
670,674,1223.77,15.61,35000,90000
745,749,493.82,6.97,16000,63120
735,739,346.31,13.65,15000,64000
660,664,392.28,15.1,11300,143060
660,664,231,16.77,6500,112000
670,674,264.76,16.29,7500,28000
670,674,377.32,12.99,11200,35000
660,664,664.7,20.99,24575,70000
675,679,174.6,19.2,4750,19200
670,674,757.34,20.99,28000,85000
745,749,92.12,6.62,3000,30000
665,669,422.86,24.08,14675,52000
670,674,215.62,12.99,6400,40000
670,674,478.19,9.17,15000,110000
720,724,317.54,8.9,10000,93000
670,674,415.87,14.98,12000,40000
690,694,310.98,10.99,9500,120000
695,699,610.64,13.48,18000,36720
690,694,999.38,23.63,35000,120000
800,804,245.63,6.62,8000,70000
665,669,1049.17,26.06,35000,82000
670,674,248.08,15.31,7125,20000
685,689,295.51,17.77,8200,55000
660,664,372.48,20.2,14000,33000
690,694,392.81,10.99,12000,52500
665,669,250.37,12.35,7500,25000
705,709,687.68,13.33,30000,110092
685,689,164.96,11.53,5000,67500
695,699,254.91,9.99,12000,37000
660,664,392.84,7.12,12700,75000
735,739,385.74,9.17,12100,55000
690,694,84.23,12.99,2500,57000
665,669,251.36,8.18,8000,50000
665,669,506.35,17.86,20000,49000
675,679,256.67,16.99,7200,113000
660,664,178.94,17.27,5000,66000
720,724,305.31,6.24,10000,72000
715,719,736.89,6.62,24000,85000
685,689,946.68,20.99,35000,2e+05
685,689,542.8,15.95,25000,69996
735,739,235.27,11.49,15000,91000
700,704,789.76,15.1,22750,70358
690,694,415.49,19.05,16000,53000
705,709,867.15,11.49,26300,96000
660,664,103.33,20.8,2750,104000
680,684,330.57,11.67,10000,60000
710,714,450.59,14.99,13000,36000
670,674,730.6,18.75,20000,1e+05
680,684,154,14.09,4500,50000
675,679,405.96,16.29,11500,44000
665,669,465.9,16.55,13150,36564
680,684,446.83,9.25,14000,160000
680,684,358.97,16.82,14500,32000
690,694,344.17,14.49,10000,30097.6
680,684,238.06,13.65,7000,45000
695,699,389.03,18.99,15000,57000
690,694,274.71,14.33,8000,325000
675,679,592.75,10.64,18200,51000
690,694,336.22,12.85,10000,54000
665,669,188.86,14.33,5500,40000
680,684,635.07,8.9,20000,70000
670,674,148.09,19.72,4000,35000
740,744,325.46,7.26,10500,70000
675,679,311.03,11.55,9425,67000
690,694,535.74,13.11,15875,36000
680,684,217.72,13.67,6400,115731
710,714,559.83,7.49,18000,95000
700,704,602.79,15.61,25000,65000
660,664,423.4,13.65,12450,92000
695,699,328.06,11.14,10000,81600
690,694,1262.88,17.86,35000,140000
720,724,717.59,21.18,19000,41321
745,749,318.79,9.17,10000,55000
665,669,469.33,21.98,17000,67000
675,679,944.19,21.18,25000,50000
665,669,757.51,8.49,24000,80000
665,669,235.83,12.99,7000,52000
740,744,802.65,13.35,35000,96000
725,729,500.58,7.89,16000,60000
680,684,461.22,17.76,12800,75000
725,729,526.87,14.3,15350,110000
660,664,221.41,15.41,6350,27000
680,684,688.13,14.47,20000,99500
670,674,451.03,17.86,12500,63000
695,699,261.88,10.99,8000,40000
